Unnamed: 0,text,label
56.0,i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,0
57.0,i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,4
58.0,i have this feeling that if i have anymore vigorous sexual activity in the coming yes i misspelt that as cumming days parts of me will begin to fall off,1
61.0,i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,1
62.0,i feel like we are pressured into being young beautiful thin and depending on the trend having the girls rejuvenated or butt implants,4
63.0,i began having them several times a week feeling tortured by the hallucinations moving people and figures sounds and vibrations,4
64.0,i am now nearly finished the week detox and i feel amazing,4
65.0,i feel selfish as i read back to my former posts how i have never asked for prayers for others how i never considered that there may be others out there that deserve their prayers answered before my own,3
66.0,i know the pain parents feel when an enraged child becomes violent,3
67.0,i have been on a roller coaster of emotions over these supposed feelings that something unpleasant was coming,0
69.0,i was feeling brave when i bought it and clearly when i was doing my makeup,1
70.0,i am feeling miserable but c i am also the proudest mum on earth,0
71.0,i figure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic,0
72.0,i don t necessarily think f bombs and sex are necessary in all stories but i feel reassured when i see them in print journals,1
73.0,i can feel my ovaries aching talking to me as i like to put it,0
74.0,i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,0
75.0,im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,0
76.0,i did successfully manage to stretch a mxm canvas i feel that this is an achievement in itself for me and was a worthwhile usage of my money and time i will use the canvas for future briefs,1
77.0,i think feelings are one of nay the most important things we have,1
78.0,i feel completely honored to be an influence to this young talented fully alive beautiful girl woman,1
79.0,i feel angered and firey,3
80.0,i feel like a miserable piece of garbage,0
81.0,i feel like i need to make a list leanne would be appalled at the thought so that i dont miss anything,3
82.0,i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,3
83.0,i remember feeling so hellip furious with the shooter,3
85.0,i feel that at shows and around show horses people are trusting and relaxed because most show horses are safe and quiet and are handled frequently,1
87.0,i think about how u could make me feel and realize that everything will be ok,1
88.0,i feel so worthless during those times i was struggling finding work,0
89.0,i will be able to lay on my bed in the dark and not feel terrified at least for a while,4
91.0,im feeling bitter today my mood has been strange the entire day so i guess its that,3
92.0,when my mums brother passed away after having been involved in a car accident he was bringing me a present as i had passed my form five exams with flying colours,0
93.0,i am letting go of the animosity that is towards anyone that i feel has wronged me,3
94.0,i talk to dogs as i feel they cannot understand words but they can read emotions and know how to be supportive i decided i should go home,1
95.0,i feel like throwing away the shitty piece of shit paper,0
97.0,i find every body beautiful and only want people to feel vital in their bodies,1
98.0,i hear are owners who feel victimized by their associations the associations attorneys or the property manager,0
99.0,i say goodbye to the fam theyre all sad a crying and i feel like a heartless bitch because hey im pretty excited to be flying for the first time and you know also to spend a year in another country,3
100.0,i wont let me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months,1
101.0,i alba i feel good and im fitting in,1
104.0,i mean really really hard works to obtain such a high technical skill in wushu feel kinda ashamed but somehow motivated when i saw kids doing wushu performances whole heartedly despite their tiredness,0
105.0,i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,1
106.0,i hope that you realize how such little effort is required to make a person feel better about themselves or their situation whether its me a family member a college or high school friend a neighbor down the street or even a complete stranger,1
108.0,finding out that i am not ill not seriously,1
109.0,i did alright in class but a combination of feeling unsuccessful being man handled the stress of late and my horrible week resulted in my almost crying after i finished grappling,0
110.0,i feel it rarely advances any worthwhile cause and i always stick to the rule of not posting anything online that i wouldnt be prepared to say to somebodys face,1
111.0,i am feeling all useful,1
112.0,i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,1
113.0,i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,0
114.0,im not feeling homesick yet so im feeling alright about this,0
115.0,i dance i should feel pretty,1
116.0,i workout every morning before and feel fabulous for it,1
117.0,i feel all of this just from her eyes not from her touch or from her words but from her eyes i know that i can assuredly return this love and know that it shall not be in vain,0
118.0,i was feeling fabulous until friday morning when i started to get these awful cramps at work,1
119.0,i feel honoured to have been able to call them friends to share their brotherhood,1
120.0,i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town,4
121.0,i had stated to her the reason i feel so fearful is because i feel unsafe,4
122.0,i didn t feel like getting shaken down by the tsa quite yet so i pulled off to the side at creative croissants for a lunch,4
123.0,i get into groups i feel really awkward and overcompensate by being too talkative or by getting really quiet,0
124.0,i am very excited to finally meet that companion that companion who will be with me at all times especially when i am lonely very lonely that companion who will never disappoint me that companion who will put his arms around me and make me feel loved,1
125.0,i feel they are pretty safe on my blog img src http s,1
126.0,i feel pretty eager to get it done as i have a fun plan for quilting it,1
128.0,i think if a poem doesn t put pressure on me i don t feel uncomfortable in the sense of feeling more than i can feel understanding more than i can understand loving more than i am able to be in love,4
129.0,i too feel as if i am a stranger in a strange land and i am raising my son in a place that is not his father s ancestral home,4
130.0,i left to the shower questioning what i feel she was gorgeous such a fantastic body so confident in her movement effortlessly graceful,1
131.0,i feel energetic and bouncy i m more than happy to go to the gym run around outside with my kids or take the pram for a long walk often i do all three in one day,1
132.0,i was still feeling strong,1
134.0,i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter,3
135.0,i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it,4
136.0,i clench to the corners of the bed to feel assured,1
137.0,i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,3
138.0,i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,1
139.0,i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious,3
140.0,i do not feel miserable at all because my family is not the type that celebrates eid,0
141.0,i might go get a car wash if i am feeling really generous my car needs it,1
142.0,i still feel sleep deprived she is almost sleeping through the night giving us,0
143.0,i just feel really violent right now,3
144.0,i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,1
145.0,i started feeling funny and then friday i woke up sick as a dog,4
146.0,i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,0
147.0,i feel disgusted to even be associated with this woman by my race and nationality,3
148.0,i laughed then bitterly again but i wasnt feeling bitter,3
149.0,i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,0
151.0,i told him that maybe i just need time to think how ive been feeling indecisive about things lately,4
152.0,i still feel it does the genre a disservice when stories are resolved artifically,1
153.0,i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,1
154.0,i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,4
155.0,i could feel her whimper to the thought of being unloved and uncared for,0
156.0,im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,4
157.0,im sorry that there wasnt more humor in this post but im not feeling all that funny,4
158.0,i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,1
159.0,i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,3
160.0,i feel strange coming back to work after my one day holiday,4
161.0,im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,3
162.0,i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,0
163.0,i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,3
164.0,i feel so sad and hopeless,0
165.0,im getting the feeling that my classes are a little intimidated by the concept of a lit,4
166.0,i still feel groggy but i have to get up to do the routine for my son,0
168.0,i want to hold this feeling of shocked awe and wonder forever,4
169.0,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,4
170.0,i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,1
171.0,i know there are days in which you feel distracted,3
172.0,i use it regularly with relaxing music and always feel invigorated afterward,1
173.0,im feeling distracted i tend to practice with my eyes shut as much as possible,3
174.0,i feel like its perfect a w see youtube has its influences i even know trends,1
175.0,i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,4
176.0,i also didn t feel very weird sleeping in my bed while the two of them slept in hers,4
177.0,i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,0
178.0,ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,1
179.0,i hope to feel a bit more creative again soon and miss its presence in my life blog,1
180.0,i am no fan of the current president i am a conservative and it made me feel unwelcome,0
181.0,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,4
182.0,i begin to feel complacent with my life here,1
183.0,i feel vulnerable and alone,4
184.0,i remember feeling inspired and thinking that it was a fine example of parenting,1
185.0,i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,0
186.0,i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,1
187.0,im there i simply feel contented,1
188.0,im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,1
189.0,i think im just being stupid feeling nervous,4
190.0,i feel honored by it,1
191.0,i was feeling an act of god at work in my life and it was an amazing feeling,4
192.0,i feel im like a bird flying in the air in a very carefree manner,1
193.0,i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,3
194.0,i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,0
195.0,i died would alex and matt feel regretful for not coming to visit,0
196.0,i feel that educating families and supporting and educationg mamas and papas is key,1
197.0,im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,3
198.0,i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,0
200.0,i feel like i talented young man i don t feel talented then i don t to work with,1
201.0,i feel curious about all this things around,4
202.0,i feel the reason were apart of each others lives is because im in his to help him become something to push him to succeed and be successful and happy,1
203.0,i feel now so uncomfortable with all of them i guess is me,4
204.0,i feel pretty mellow so far about whatever healing wounding process may be getting underway,1
205.0,i wonder sometimes whether i have just added to the antagonism and misunderstanding that many people have towards those of us who feel reluctant to wholeheartedly support the traditional armistice day remembrances,4
206.0,i legs would feel shitty for a few miles but would come around like they always do,0
207.0,i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,4
209.0,i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,0
210.0,i am feeling pretty restless right now while typing this,4
211.0,i know gosman s is a touristy place to go if you are in the montauk area but infrequent visitors to this area want to head there for the harbor feel the gentle cawing of the seagulls lapping water against the wood pilings and relaxing breeze coming in off the water,1
212.0,i have to admit these hilarious e cards are seriously exactly how i feel i am so stressed out i feel at any moment i could start hy,0
213.0,i wrote last year when i was feeling more dull and inarticulate than normal,0
214.0,id kick myself into gear but i just feel irritable with no motivation what so ever,3
215.0,i feel as a child innocent feelings illustrating a,1
217.0,i will start to feel resentful,3
218.0,i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,0
219.0,i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,4
220.0,i feel so fucked like everyday of my life,3
221.0,ive worked really hard all year to try to make each child in the class feel like they are valued,1
222.0,i am feeling disheartened with my words as of late,0
223.0,i didn t feel like i was being bitchy at the time but upon retrospect why wouldn t he think that i was trying to shake him off,3
224.0,i still second guess myself and still have a terrible time making definitive decisions but there are certain truths that i do know about myself and i feel assured by those truths,1
225.0,i don t feel like eggs benedict i ll have something equally delicious,1
226.0,im feeling my way through and trusting myself,1
227.0,im feeling inspired by all the summery elements of my favorite past time beach bummin,1
228.0,i can feel that she smiled i love you even more gorgeous,1
229.0,i continue to define and discover what home can mean here in amsterdam whenever i feel a pang of blank sickness it is more in line with missing the cultural mindset of american city life which is much different from the cultural mindset of amsterdam,0
230.0,i make an arcade i have a very simple purpose and that is to try to make it feel absolutely comfortable physically emotionally practically and absolutely,1
231.0,i can t say i feel all that sympathetic,1
233.0,i go online and i see a friend talking to another one and is not talking to me i feel ignored i feel unloved,0
234.0,i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,3
235.0,i feel like that s so weird that i had cancer that one time,4
236.0,i want to feel safe and well and that maybe just maybe theres a small chance my i can feel joy and my dreams can come true,1
237.0,im feeling cranky,3
239.0,i tried to fill it by befriending people that i knew were only using me but i didnt care because i needed to feel accepted even if it was by some complete loser,1
240.0,i feel stressed always,0
241.0,i remember feeling another cramp but i also ignored it,0
242.0,i hope i feel mellow well fed well slept at peace with myself within this external world,1
243.0,i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom,0
244.0,im feeling awful because we hung out with my friend and her new baby the day before,0
245.0,i feel very relaxed and fine,1
246.0,i feel the suffering and i really feel the pain,0
247.0,i go to sleep i feel as if i m giving up precious time to do something else with my life,1
248.0,i feel like i ve been neglecting my beloved mom blog,1
249.0,i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,1
250.0,i just feel terrified like im on the edge of a precipice staring ahead,4
251.0,i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,0
252.0,i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,3
253.0,i feel as if i was abused in some way,0
254.0,im still paying attention but i feel distracted,3
255.0,i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,1
256.0,im hesitant to make suggestions because i feel as if the outcome would not be sincere,1
257.0,i feel not too terribly fond of the majority at this precise time,1
258.0,i can feel myself gaining control over the damaged goods aspects of my personal security,0
259.0,i was that i bombed that first interview i left the second interview feeling pretty fan freaking tastic,1
260.0,i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,1
261.0,i now feel i can advise other dads whose children will soon become teenagers it s not cool to pull up to your kid s high school to pick them up in a smelly jalopy with plants coming out the windows,1
262.0,i feel victimized by the drag on our country with heads in the sand traditionalists i hesitate to call them conservatives for fear of offending real honest to god conservatives who still think the world was created years ago and that stuff like skeletal remains are some kind of hoax,0
263.0,i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,1
264.0,i have been for my bloods which proved the reason i was feeling so lethargic and rubbish was that i am low on iron so i have now been prescribed iron tablets,0
265.0,i have my own mind and i feel like my mind is dangerous to my life,3
266.0,i feel like i love everyone or at least i am compassionate toward others,1
267.0,i feel as if i should be punished for neglecting you,0
268.0,i feel like it just doesnt capture the beauty of this lovely polish,1
269.0,i feel like i ve lost some of my main roots i feel less secure emotionally financially and socially,0
270.0,i feel like i should just bite the bullet and do it but every time i think about it i feel stressed because im not fully supported on my decisions,0
271.0,i know i have some obnoxiously immature sounding verbal tics and my voice is kind of nasal and i don t always come across like the sharpest tool in the shed especially when i m feeling awkward but there s knowing and there s knowing you know,0
272.0,id just had a terrible nightmare and was feeling a little disturbed,0
273.0,i didnt want to walk passed there just in case the customers feel disturbed,0
274.0,i want other sufferers to be able to find me in the hope that my battle can help them to feel that they are not alone,0
275.0,i am feeling exceptionally reluctant to go to school tomorrow even though its monday and the timetable is pretty good,4
276.0,i am so festive this feels so delicious wheeeeee what a great night,1
277.0,i am not looking forward to being beaten down to feeling like a disappointment to my husband or to the emotional pain,0
278.0,im sick of feeling crappy,0
279.0,i feel like i almost convinced myself this is going to be the pattern,1
280.0,i also wear them when im wearing a dress that makes me feel slutty feels like those antique underwears but obviously a little bit more edgy or maybe a little bit more than a little bit,1
281.0,i feel a perverse pride in my self control that i managed to stay where i was ordered and not reach for the tempting human flesh so close before us,0
282.0,i feel so impatient so easily annoyed so outraged by the blatant defiance that seems to be olivias most prominent characteristic these days,3
283.0,i was positively giddy when the kids left this morning after our very last official class of the year but now im feeling a little sad,0
284.0,i feel supportive of him i also cant help but feel jealous,1
285.0,i mainly like to text because i feel like i am so much more clever with the written word rather than the spoken,1
286.0,i seriouly feel i am not being respected i dont have my privacy i am being ordered around,1
287.0,i said in the words of a devotee that i feel relieved when i hear the your title as deen bandhu as i am the most fallen person but i become afraid at your title of uplifter of devotees as i don t consider myself to be a true devotee and hence unworthy to benefit from the aspect of your personality,1
288.0,i personalities that can feel pain and suffering,0
289.0,i guess i would feel more like joseph with walt trusting me to care for mother and over the finances which he did six months before he died there are times i want to defend my self but god makes me be quiet,1
290.0,i was warming up starting feeling a little lethargic,0
291.0,i feel excelent but sometimes theres just nothing to do especially since im not really keen on video games anymore i watch a bit of anime and some movies but theres just got to be more in my life,1
293.0,im feeling a little bit more positive now as things were quite hard at first as my savings were eaten up quickly with costs and i didnt want to become a burden to my boyfriend but weve come out the other end and im feeling brighter and more inspired about things to come,1
294.0,im just feeling rather sentimental right now and just have to say i feel so lucky to be maxs mom,0
295.0,i make myself show up and feel isolated in the crowd ill know i was wrong about the anti social feeling,0
296.0,ive learned how to turn off all my emotions more and more and i often find myself feeling completely blank while my mother is crying continuously over my suicidalness,0
297.0,i feel loyal to style,1
298.0,i can understand that you may feel youd rather not do your bit for the vulnerable and homeless in london in that precise way,4
299.0,i can finally stop feeling listless and like a waste of space,0
300.0,i know im feeling agitated as it is from a side effect of the too high dose,4
302.0,i am feeling brave enough,1
303.0,fear of thief,4
304.0,i feel clever nov,1
305.0,i always spend more money there than i mean to and feel dissatisfied when i exit the store,3
306.0,im feeling really quite angry,3
307.0,i feel kerry didnt do by supporting civil unions and gay equality,1
308.0,i feel really ashamed,0
309.0,i feel to have these amazing people in my life,4
310.0,i finally left feeling judged and ridiculed because i am intelligent,1
311.0,i is starting to feel a bit insulted by this stranger,3
312.0,i have many days where i feel hopeless today the light at the end of my yellow brick road was shining just a little brighter,0
313.0,i actually feel sorrowful,0
314.0,i see women wearing boots i feel envious that i want to curse them,3
315.0,i will feel what i feel and tell you and together we will apologize and make up and keep loving each other to bits and bits,1
316.0,i go up to her and i say feeling very impressed with myself youre naomi klein right,4
317.0,i began to feel each of my senses dull until the cold black unconsciousness over came me,0
318.0,i suspect feel less than fond in private,1
319.0,i was so honoured that this young woman felt comfortable enough to ask me i had kind of a faux hawk thing going on back then so i must have looked dykey enough for her to feel safe talking to me,1
320.0,i do have to wonder when you re cast as a caveman and you re told you re perfect for the part do you feel insulted or complimented,3
321.0,i feel convinced plus so many diverse price tags that i feel sure everyone should come up with the funds to have their plot to be lighted up relatively economically,1
322.0,i feel empty when the baby isnt there,0
323.0,i stopped feeling so exhausted a href http provokingbeauty,0
324.0,im feeling font friendly,1
325.0,i had my hand on my beads consciously breathing consciously working to feel calm about my list of things to accomplish that afternoon,1
326.0,i always feel intimidated by other people especially when they always compare me to other people ever since i was young,4
327.0,i be made to feel rotten,0
328.0,i started feeling hostile and i am checking my hemorrhoids,3
330.0,i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself,1
331.0,i just love the feeling of something warmly hugging you and feeling so precious and small precious to someone something,1
332.0,im feeling far more mellow than normal,1
333.0,i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way,1
334.0,i dont want to wax them off and draw them in or anything i just need to not have a unibrow and maybe get rid of the few spare hairs creeping down toward my eyelid if im feeling brave,1
336.0,i recall those high school feelings and the longing with which i watched the olympic runners i feel st,1
338.0,i didnt say was that strong feelings always make me skeptical at first,4
339.0,i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up,4
340.0,i am beginning to feel that theres a good chance i might pass,1
341.0,i feel like i have a little more control and can help sweet pea better if i know what is ahead,1
342.0,i feel like i m on the receiving end of a violent attack,3
343.0,i feel it is worthwhile to document it for people who are not familiar with batch files,1
345.0,i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,1
346.0,i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,0
347.0,i feel a bit funny actually,4
348.0,i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,1
349.0,i am feeling is also a blossoming eager anxiety,1
350.0,i feel burdened to share it,0
351.0,i always want nemo by my side and sleeping without her now feels weird even though it doesnt happen often that i get to,4
352.0,im not feeling the outfit but the heels are gorgeous,1
353.0,i feel confused after that,4
354.0,i feel that the session was useful and gave me tools i need to move forward in my life,1
355.0,i feel selfish bringing up our loneliness for a child when i know parents out in newtown are grieving their lost babies,3
356.0,i took away all the disappointed feeling all the paining i gave my heart to be heal by lord because he s the only one love who never betrayed never lose loyalty even i didn t loyal to him,1
357.0,i feel envious and embarrassed,3
358.0,i could feel the frantic need in him the need to make me his,4
359.0,i am feeling overwhelmed with the responsibilities of being a teacher that someone is trusting me with their most precious gift and it is an honor,4
360.0,i feel so tranquil right now its great,1
361.0,i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,3
362.0,i thought we were going to talk and try and work at things so i was shocked to find out steve had decided he wanted to be on his own the thing that broke me was the feeling of been unloved,0
363.0,i wouldnt have beared witness to the incredibly well spoken bouncer making an emo kid feel completely unwelcome,0
364.0,i tend to stop breathing when i m feeling stressed,0
365.0,i was a smoker for years and quit weeks ago right after i finished your book and i cant believe how free i feel i knew that i had to quit but i was terrified of my life without cigarettes,4
366.0,i will go to my mailbox and talk to the mailman then the grocery clerk etc but no matter how small the step or how limited the risk a complete and total willingness to experience whatever thoughts feelings and sensations emerge is important,1
367.0,i am already feeling frantic,4
369.0,i should feel complimented or insulted,3
370.0,i crave as i fall into submission and i did not feel submissive in the least,0
371.0,i feel tender just now and i am fine with that,1
372.0,i feel irritated pissed even like when someone wakes me up at that moment when i m on the edge of falling into a deep slumber,3
373.0,i made it to work but i am feeling a little groggy,0
374.0,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,1
377.0,im starting to feel unwelcome in life and some people can already tell this,0
379.0,i watched the snow fall and accumulate on the conifer trees while i was shoveling in my shirt sleeves and feeling vigorous,1
380.0,i feel bitter and just honkerblonked off in general,3
381.0,i have a feeling that your father already convinced him of that,1
383.0,i play in the rain squeal with glee at the feeling of mud squishing between my toes and enjoy pretty much anything that takes place outdoors,1
384.0,i am feeling humorous i put cold callers on hold,1
385.0,i just busy myself with other stuffs but never with blogs or threads that will only make me feel miserable,0
386.0,i feel energized and curious again about life about god about my potential to give something back to society and about finding someone after my heart,4
387.0,i feel very privileged but it is also a lot of work,1
388.0,im pretty happy but a little on the nauseated side to feel thrilled,1
389.0,i close my eyes i can hear the pitiful wailing sounds of my own cries taste the salty taste of my tears and feel that anger and hurt saturating my heart,0
390.0,i bought a virtually fat free thousand islands and feeling very impressed with myself hold large quantities of this substance on the leaves of lettuce and cucumber with my friend but it will be total sugar becomes if you do not burn fat,4
391.0,im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,3
392.0,i feel like im putting an innocent man on death row,1
394.0,i begin to feel that every waking moment is devoted to work,1
395.0,i feel is thankful for the lessons i m learning,1
396.0,i feel such a longing and sadness when i see families with more children than i have,1
397.0,i feel distinctly called in clermont to focus on these little ones that seem naughty,1
398.0,i hope you can feel glad that she gave you so many things including memories that you can cherish,1
399.0,i am feeling pretty worthless right now,0
401.0,i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,0
402.0,i didnt feel especially nervous in finland but when we landed in paris i was a little unsure about what would be ahead of us thought st grade student janne suominen,4
403.0,i do feel envious of those with kids at certain moments,3
404.0,i was feeling like a pretty crappy mom,0
405.0,im feeling pissed off about my aac or feeling kind of miserable and frustrated with life this whole week,3
407.0,i still feel vulnerable around him,4
408.0,i honestly am not sure how i feel stunned,4
409.0,i feel when you are a caring person you attract other caring people into your life,1
410.0,im then left feeling quite embarrassed as i say that nothings new,0
411.0,i feel unwelcome and out of place buti cant decide if i am just too scared to do anything about this ok situation or if i am staying here in this dead end situation because i am afraid things will get worse,0
412.0,i may or may not have cried when thanking them for making my children feel so special and loved,1
